type,omschrijving
BEANP1937001,POURTIER SA|RUE DE RÉNORY 478|4031|ANGLEUR|Pakhuis|
BEANR,ANTWERPEN||||Zeehaven|
BEANR00046,TERMINAL ALCA PETROLEUM COMPANY||2020|ANTWERPEN|Zeehaven|Terminal
BEANR00053,HARGO LOGISTICS - AMERIKADOK|KAAIEN 53 - 54|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00057,TERMINAL BAYER AGRICULTURE|MAGAZIJN 1206 (A3) EN STORES (D4)|2040|ANTWERPEN|Zeehaven|Terminal
BEANR00095,TERMINAL ABT 95|KAAIEN 93 T.E.M. 95|2030|ANTWERPEN|Zeehaven|Terminal
BEANR001,ECS ANTWERPEN||||Locatie in zeehaven|Aanlegplaats
BEANR00117,TERMINAL WIJNGAARD NATIE SSL|KAAIEN 97 T/M 123|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00118,TERMINAL ZUIDNATIE 118|KAAIEN 104 T.E.M. 124|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00131,ANTWERP STEINWEG TERMINAL|KAAIEN 125 T.E.M. 133|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00132,TERMINAL ZUIDNATIE 132|KAAI 132|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00142,TERMINAL P GLOBAL SERVICES|KAAIEN 142 T.E.M. 144|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00160,MAGAZIJNCOMPLEX EUROPORTS TERMINALS ANTWERP||2030|ANTWERPEN|Zeehaven|Terminal
BEANR00170,EUROPORTS TERMINALS ANTWERP|KAAIEN 146 T/M 182|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00176,MAGAZIJNCOMPLEX EUROPORTS TERMINALS ANTWERP NV||2030|ANTWERPEN|Zeehaven|Terminal
BEANR00190,TERMINAL BNFW 190|KAAIEN 184 T.E.M. 198|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00200,TERMINAL CNH INDUSTRIAL BELGIUM|KAAIEN 200 T/M 204|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00209,TERMINAL ABT 209|KAAIEN 209 T.E.M. 223|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00212,TERMINAL BNFW 212|KAAIEN 206 T.E.M. 228|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00227,TERMINAL NOORD NATIE|KAAIEN 225 T.E.M. 253|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00234,TERMINAL BNFW 234|KAAIEN 234 T.E.M. 240|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00261,TERMINAL MAC² SOLUTIONS NV||2030|ANTWERPEN|Zeehaven|Terminal
BEANR00275,TERMINAL LBC ANTWERPEN|KAAIEN 273 T/M 277|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00279,TERMINAL ATPC|KAAIEN 279 T.E.M. 285|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00287,TERMINAL SCR SIBELCO|KAAI 287|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00302,TERMINAL STTA 302|KAAIEN 252 T.E.M. 312|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00315,TERMINAL MEXICO NATIE|KAAIEN 301 T/M 315 + 319 T/M 321|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00320,TERMINAL ABT 320|KAAIEN 314 T.E.M. 326|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00334,SALLAUM TERMINAL|KAAIEN 328 T/M 344|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00349,KATOENNATIETERMINAL 347|KAAIEN 345 T.E.M. 363|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00350,TERMINAL BOORTMALT (SILO SOBELGRA)|KAAIEN 348 T.E.M. 352|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00354,TERMINAL ATO|KAAIEN 354 T.E.M. 400|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00367,TERMINAL VVM|KAAIEN 365 T.E.M. 369|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00371,HARGO LOGISTICS - 5DE HAVENDOK|KAAIEN 371 - 373|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00385,TERMINAL EXXON MOBIL - KAAI 385|KAAIEN 379 T.E.M. 385|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00407,STTA 405 (KAAI 405 T:M 415)||2030|ANTWERPEN|Zeehaven|Terminal
BEANR00409,TERMINAL STTA 409|KAAIEN 405 T.E.M. 415|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00416,NOVA NATIE TERMINALS NV - KAAI 416 -430||2030|ANTWERPEN|Zeehaven|Terminal
BEANR00417,TERMINAL EXXON MOBIL - KAAI 417|KAAIEN 417 T.E.M. 447|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00420,TERMINAL NHS CHURCHILL|KAAIEN 408 T.E.M. 430|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00449,TOTAL OLEFINS ANTWERP - SITE A|KAAIEN 449 T/M 457|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00459,TERMINAL TOTAL RAFFINADERIJ ANTW|KAAIEN 459 T/M 493|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00468,TERMINAL ZUIDNATIE BREAKBULK|KAAIEN 464 T.E.M. 484|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00494,TERMINAL NHS STEEL & COIL|KAAIEN 486 T.E.M. 504|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00503,VOPAK TERMINAL ACS|KAAIEN 499 T/M 503|2040|ANTWERPEN|Zeehaven|Terminal
BEANR00506,TERMINAL CARGILL|KAAI 506|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00507,TERMINAL LANXESS|KAAIEN 505 T.E.M. 513|2040|ANTWERPEN|Zeehaven|Terminal
BEANR00512,TERMINAL SEA-TANK 510|KAAIEN 508 T.E.M. 514|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00518,EUROPORTS TERMINALS KANAALDOK B1|KAAIEN 516 T/M 518|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00524,TERMINAL EUROPORTS CONTAINERS 524|KAAIEN 520 T/M 524|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00525,"TERMINAL COVESTRO|KAAIEN 517, 525, 527, 529, 541|2040|ANTWERPEN|Zeehaven|Terminal"
BEANR0054C,WESTERLUND BULK TERMINALS|KAAIEN 54B & 54C|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00616,ZUIDNATIE|KAAI 614-622|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00623,TERMINAL OILTANKING STOLTHAVEN|KAAIEN 613 T.E.M. 629|2040|ANTWERPEN|Zeehaven|Terminal
BEANR00641,VESTA TEMINAL ANTWERP|KAAIEN 641 T.E.M. 643|2040|ANTWERPEN|Zeehaven|Terminal
BEANR00663,TERMINAL GUNVOR PETROLEUM|KAAIEN 661 T.E.M. 665|2040|ANTWERPEN|Zeehaven|Terminal
BEANR00667,PSA ANTWERP TERMINAL KANAALDOK B2|KAAIEN 667 T/M 671|2040|ANTWERPEN|Zeehaven|Terminal
BEANR00703,PSA ANTWERP TERMINAL KANAALDOK B3|KAAIEN 703 T/M 707|2040|ANTWERPEN|Zeehaven|Terminal
BEANR00706,ST 700B - TANKPARK 4300 + 4400+ 4500 + 4600||2040|ANTWERPEN|Zeehaven|Terminal
BEANR00725,TERMINAL BASF ANTWERPEN NV|KAAIEN 709 T.E.M. 775|2040|ANTWERPEN|Zeehaven|Terminal
BEANR00730,ANTWERP CONTAINER TERMINAL DELWAIDEDOK|KAAIEN 718 T.E.M. 730|2040|ANTWERPEN|Zeehaven|Terminal
BEANR00732,ZUIDNATIE|KAAI 732 T/M 736|2030|ANTWERPEN|Zeehaven|Terminal
BEANR00750,TERMINAL ABT 750|KAAIEN 750 T.E.M. 772|2040|ANTWERPEN|Zeehaven|Terminal
BEANR01007,TERMINAL EXXON MOBIL - ZWIJNDRECHT||2070|ZWIJNDRECHT|Zeehaven|Terminal
BEANR01013,"TERMINAL INEOS|KAAIEN SIW, SIO, SIB|2070|ZWIJNDRECHT|Zeehaven|Terminal"
BEANR01025,DREDGING INTERNATIONAL|KAAI 1025|2070|ZWIJNDRECHT|Zeehaven|Terminal
BEANR01129,TERMINAL ADPO|KAAIEN 1111 T.E.M. 1131|9130|KALLO|Zeehaven|Terminal
BEANR01183,TERMINAL AGT|KAAIEN 1133 T.E.M. 1195|9130|KALLO|Zeehaven|Terminal
BEANR01205,TERMINAL EUROFRUITPORTS|KAAI 1205|9130|KALLO|Zeehaven|Terminal
BEANR01207,EUROPORTS TERMINALS LEFTBANK|KAAIEN 1207 T/M 1219|9130|KALLO|Zeehaven|Terminal
BEANR01231,KATOENNATIETERMINAL 1227|KAAIEN 1225 T.E.M. 1233|9130|KALLO|Zeehaven|Terminal
BEANR01241,TERMINAL ICO|KAAIEN 1235 T/M 1309|9130|KALLO|Zeehaven|Terminal
BEANR01313,VOPAK TERMINAL LINKEROEVER|KAAI 1313|9130|BEVEREN|Zeehaven|Terminal
BEANR01333,ANTWERP EUROTERMINAL NV|KAAIEN 1331 T.E.M. 1359|9130|BEVEREN|Zeehaven|Terminal
BEANR01504,MAGAZIJN S2||2030|ANTWERPEN|Zeehaven|Terminal
BEANR01510,KATOENNATIETERMINAL 1510|KAAIEN 1510 T.E.M. 1512|9130|KALLO|Zeehaven|Terminal
BEANR01608,TERMINAL GLOBAL CONTAINER SERVICES|KAAIEN 1606 T/M 1608|9130|DOEL|Zeehaven|Terminal
BEANR01662,TERMINAL ITC RUBIS|KAAIEN 1660 T.E.M. 1672|9130|DOEL|Zeehaven|Terminal
BEANR01700,TERMINAL ANTWERP GATEWAY|KAAIEN 1700 T/M 1710|9130|DOEL|Zeehaven|Terminal
BEANR01718,KAAI 1718|KAAI 1712-1718|9130|KALLO|Zeehaven|Terminal
BEANR01742,TERMINAL MPET DEURGANCKDOK WEST|KAAIEN 1724 T.E.M. 1744|9130|DOEL|Zeehaven|Terminal
BEANR01807,MAGAZIJN TAPMICO||2030|ANTWERPEN|Zeehaven|Terminal
BEANR01903,MAGAZIJN MEXICOSTRAAT||2030|ANTWERPEN|Zeehaven|Terminal
BEANR01931,TERMINAL ADPO 1931|KAAI 1931 INCL. STEIGER KAAI 1930|9130|KALLO|Zeehaven|Terminal
BEANR01972,TERMINAL MONUMENT CHEMICAL|KAAI SHK|9130|KALLO|Zeehaven|Terminal
BEANR02001,DIAMOND OFFICE||2018|ANTWERPEN|Zeehaven|Terminal
BEANR02301,MAG. INEOS STYROLUTION BELGIUM|BLOKV. D700-D800-E700-E800ENF200|2040|ANTWERPEN|Zeehaven|Terminal
BEANR0326B,MAGAZIJN STTA 326|TANKS ACHTER KAAI 326|2030|ANTWERPEN|Zeehaven|Terminal
BEANR03901,MAGAZIJN MARCUS||2030|ANTWERPEN|Zeehaven|Terminal
BEANR03902,MAGAZIJN LAURENTIUS||2030|ANTWERPEN|Zeehaven|Terminal
BEANR04401,MAGAZIJN CBN MEDUSA||2030|ANTWERPEN|Zeehaven|Terminal
BEANR04402,MAGAZIJN CBN POSEIDON||2030|ANTWERPEN|Zeehaven|Terminal
BEANR04403,MAGAZIJN CBN STABROEK||2940|STABROEK|Zeehaven|Terminal
BEANR04701,MAGAZIJN APPOLO||2040|ANTWERPEN|Zeehaven|Terminal
BEANR04703,MAGAZIJN ARIANE||2030|ANTWERPEN|Zeehaven|Terminal
BEANR04704,MAGAZIJN ATLANTIS||2040|ANTWERPEN|Zeehaven|Terminal
BEANR04705,MAGAZIJN ASTERIX||2040|ANTWERPEN|Zeehaven|Terminal
BEANR04707,MAGAZIJN ODIN||2040|ANTWERPEN|Zeehaven|Terminal
BEANR04708,MAGAZIJN FREYA||2040|ANTWERPEN|Zeehaven|Terminal
BEANR04709,MAGAZIJN BALDUR||2040|ANTWERPEN|Zeehaven|Terminal
BEANR05501,MAGAZIJN ALTAMIRA||2030|ANTWERPEN|Zeehaven|Terminal
BEANR05502,MAGAZIJN LUITHAGEN||2030|ANTWERPEN|Zeehaven|Terminal
BEANR05503,MAGAZIJN SITE TIJL||2030|ANTWERPEN|Zeehaven|Terminal
BEANR05505,MAGAZIJN MEXICO NATIE||2030|ANTWERPEN|Zeehaven|Terminal
BEANR06301,SAMGA||2030|ANTWERPEN|Zeehaven|Terminal
BEANR07701,TERMINAL KUWAIT PETROLEUM BELGIUM|KAAI SPPZ|2020|ANTWERPEN|Zeehaven|Terminal
BEANR07903,MAGAZIJN EDR - SCHEEPSWERF||2030|ANTWERPEN|Zeehaven|Terminal
BEANR0S869,PSA ANTWERP EUROPATERMINAL|KAAIEN S851 T/M S869|2040|ANTWERPEN|Zeehaven|Terminal
BEANR0S913,PSA ANTWERP NOORDZEETERMINAL|KAAIEN S901 T/M S915|2040|ANTWERPEN|Zeehaven|Terminal
BEANR1,1|1|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR10,10|10|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR100,100|100|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1009,||||Locatie in zeehaven|Aanlegplaats
BEANR101,101|101|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR102,102|102|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1025,1025|1025|2070|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR103,103|103|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR104,104|104|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR105,105|105|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1053,||||Locatie in zeehaven|Aanlegplaats
BEANR107,107|107|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR109,109|109|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1101,1101|1101|9130|ANTWERPEN|Locatie in zeehaven|Sluis
BEANR1103,1103|1103|9130|ANTWERPEN|Locatie in zeehaven|Sluis
BEANR1105,1105|1105|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1107,1107|1107|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1107PIZ,1107|1107|||Locatie in zeehaven|
BEANR1109,1109|1109|9130|ANTWERPEN|Locatie in zeehaven|
BEANR111,111|111|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1111,1111|1111|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1113,1113|1113|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1115,1115|1115|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1117,1117|1117|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1119,1119|1119|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1121,1121|1121|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1123,1123|1123|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1125,1125|1125|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1127,1127|1127|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1129,1129|1129|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR113,113|113|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1131,1131|1131|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1133,1133|1133|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1137,1137|1137|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR115,115|115|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR117,117|117|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1171,1171|1171|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1173,1173|1173|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1175,1175|1175|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1177,1177|1177|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1179,1179|1179|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR118,118|118|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1181,1181|1181|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1183,1183|1183|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1185,1185|1185|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1187,1187|1187|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1189,1189|1189|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR119,119|119|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1191,1191|1191|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1193,1193|1193|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1195,1195|1195|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1197,1197|1197|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1199,1199|1199|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR11A,11A|11A|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR11B,11B|11B|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR11C,11C|11C|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR11D,11D|11D|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR12,12|12|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR120,120|120|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1201,1201|1201|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1203,1203|1203|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1205,1205|1205|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1207,1207|1207|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1209,1209|1209|9130|ANTWERPEN|Locatie in zeehaven|
BEANR121,121|121|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1211,1211|1211|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1213,1213|1213|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1215,1215|1215|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1217,1217|1217|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1219,1219|1219|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR122,122|122|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1221,1221|1221|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1223,1223|1223|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1225,1225|1225|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1227,1227|1227|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1229,1229|1229|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR123,123|123|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1231,1231|1231|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1233,1233|1233|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1235,1235|1235|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1237,1237|1237|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1239,1239|1239|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR124,124|124|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1241,1241|1241|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1243,1243|1243|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1245,1245|1245|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1247,1247|1247|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1249,1249|1249|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR125,125|125|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1251,1251|1251|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1253,1253|1253|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1255,1255|1255|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR126A,126A|126A|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR126B,126B|126B|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR127,127|127|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR128,128|128|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR129,129|129|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR13,13|13|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1301,1301|1301|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1303,1303|1303|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1305,1305|1305|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1307,1307|1307|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1309,1309|1309|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR131,131|131|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1311,1311|1311|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1313,1313|1313|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1315,1315|1315|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1317,1317|1317|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1319,1319|1319|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR132,132|132|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1321,1321|1321|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1323,1323|1323|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1325,1325|1325|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1327,1327|1327|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1329,1329|1329|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR133,133|133|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1331,1331|1331|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1333,1333|1333|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1335,1335|1335|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1337,1337|1337|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1339,1339|1339|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR134,134|134|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1341,1341|1341|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1343,1343|1343|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1345,1345|1345|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1347,1347|1347|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR135,135|135|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1351,KAAI 1351||||Locatie in zeehaven|Aanlegplaats
BEANR1353,1353|13353|9130|ANTWERPEN|Locatie in zeehaven|
BEANR1355,1355|1355|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR136,136|136|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR138,138|138|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR14,14|14|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR140,140|140|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR142,142|142|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR144,144|144|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR146,146|146|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR148,148|148|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR150,150|150|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR152,152|152|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR154,154|154|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1550,1550|1550|9130|ANTWERPEN|Locatie in zeehaven|Sluis
BEANR1552,1552|1552|9130|ANTWERPEN|Locatie in zeehaven|Sluis
BEANR1554,1554|1554|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1556,1556|1556|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1558,1558|1558|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR156,156|156|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1560,1560|1560|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1562,1562|1562|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR158,158|158|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR15A,15A|15A|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR15B,15B|15B|2000|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR160,160|160|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1600,1600|1600|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1602,1602|1602|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1604,1604|1604|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1606,1606|1606|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1608,1608|1608|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1610,1610|1610|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1612,1612|1612|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1614,1614|1614|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1616,1616|1616|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1618,1618|1618|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR162,162|162|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1620,1620|1620|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1622,1622|1622|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1624,1624|1624|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1626,1626|1626|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1628,1628|1628|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1630,1630|1630|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1632,1632|1632|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANR1634,1634|1634|9130|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
